partition,sum_product_mistake_indices
2|2|2|4|6,5484914688
2|2|2|5|5,3080711319
2|2|2|10,11125760
2|2|3|3|3|3,61372301530
2|2|3|3|6,9749140636
2|2|3|4|5,25027930074
2|2|3|9,78929686
2|2|4|4|4,4764702720
2|2|4|8,140424192
2|2|5|7,195396894
2|2|6|6,108790784
2|2|12,118720
2|3|3|3|5,9831837470
2|3|3|4|4,16811290775
2|3|3|8,168989080
2|3|4|7,543752862
2|3|5|6,683082764
2|3|11,678236
2|4|4|6,394575872
2|4|5|5,444941532
2|4|10,1458560
2|5|9,2456454
2|6|8,3324672
2|7|7,1835691
2|14,576
3|3|3|3|4,3286709015
3|3|3|7,108558190
3|3|4|6,471171828
3|3|5|5,265357820
3|3|10,887770
3|4|4|5,610833916
3|4|9,3492698
3|5|8,5371080
3|6|7,6619548
3|13,1940
4|4|4|4,58505216
4|4|8,3134208
4|5|7,8769684
4|6|6,4891776
4|12,4928
5|5|6,5551728
5|11,9828
6|10,15808
7|9,20878
8|8,11440
16,1
