theta_idx_l,theta_idx_m,den,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|3,num_1|1|1|1|1|1|1|1|1|1|1|1|1|2|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|4,num_1|1|1|1|1|1|1|1|1|1|1|1|2|3,num_1|1|1|1|1|1|1|1|1|1|1|1|5,num_1|1|1|1|1|1|1|1|1|1|1|2|2|2,num_1|1|1|1|1|1|1|1|1|1|1|2|4,num_1|1|1|1|1|1|1|1|1|1|1|3|3,num_1|1|1|1|1|1|1|1|1|1|1|6,num_1|1|1|1|1|1|1|1|1|1|2|2|3,num_1|1|1|1|1|1|1|1|1|1|2|5,num_1|1|1|1|1|1|1|1|1|1|3|4,num_1|1|1|1|1|1|1|1|1|1|7,num_1|1|1|1|1|1|1|1|1|2|2|2|2,num_1|1|1|1|1|1|1|1|1|2|2|4,num_1|1|1|1|1|1|1|1|1|2|3|3,num_1|1|1|1|1|1|1|1|1|2|6,num_1|1|1|1|1|1|1|1|1|3|5,num_1|1|1|1|1|1|1|1|1|4|4,num_1|1|1|1|1|1|1|1|1|8,num_1|1|1|1|1|1|1|1|2|2|2|3,num_1|1|1|1|1|1|1|1|2|2|5,num_1|1|1|1|1|1|1|1|2|3|4,num_1|1|1|1|1|1|1|1|2|7,num_1|1|1|1|1|1|1|1|3|3|3,num_1|1|1|1|1|1|1|1|3|6,num_1|1|1|1|1|1|1|1|4|5,num_1|1|1|1|1|1|1|1|9,num_1|1|1|1|1|1|1|2|2|2|2|2,num_1|1|1|1|1|1|1|2|2|2|4,num_1|1|1|1|1|1|1|2|2|3|3,num_1|1|1|1|1|1|1|2|2|6,num_1|1|1|1|1|1|1|2|3|5,num_1|1|1|1|1|1|1|2|4|4,num_1|1|1|1|1|1|1|2|8,num_1|1|1|1|1|1|1|3|3|4,num_1|1|1|1|1|1|1|3|7,num_1|1|1|1|1|1|1|4|6,num_1|1|1|1|1|1|1|5|5,num_1|1|1|1|1|1|1|10,num_1|1|1|1|1|1|2|2|2|2|3,num_1|1|1|1|1|1|2|2|2|5,num_1|1|1|1|1|1|2|2|3|4,num_1|1|1|1|1|1|2|2|7,num_1|1|1|1|1|1|2|3|3|3,num_1|1|1|1|1|1|2|3|6,num_1|1|1|1|1|1|2|4|5,num_1|1|1|1|1|1|2|9,num_1|1|1|1|1|1|3|3|5,num_1|1|1|1|1|1|3|4|4,num_1|1|1|1|1|1|3|8,num_1|1|1|1|1|1|4|7,num_1|1|1|1|1|1|5|6,num_1|1|1|1|1|1|11,num_1|1|1|1|1|2|2|2|2|2|2,num_1|1|1|1|1|2|2|2|2|4,num_1|1|1|1|1|2|2|2|3|3,num_1|1|1|1|1|2|2|2|6,num_1|1|1|1|1|2|2|3|5,num_1|1|1|1|1|2|2|4|4,num_1|1|1|1|1|2|2|8,num_1|1|1|1|1|2|3|3|4,num_1|1|1|1|1|2|3|7,num_1|1|1|1|1|2|4|6,num_1|1|1|1|1|2|5|5,num_1|1|1|1|1|2|10,num_1|1|1|1|1|3|3|3|3,num_1|1|1|1|1|3|3|6,num_1|1|1|1|1|3|4|5,num_1|1|1|1|1|3|9,num_1|1|1|1|1|4|4|4,num_1|1|1|1|1|4|8,num_1|1|1|1|1|5|7,num_1|1|1|1|1|6|6,num_1|1|1|1|1|12,num_1|1|1|1|2|2|2|2|2|3,num_1|1|1|1|2|2|2|2|5,num_1|1|1|1|2|2|2|3|4,num_1|1|1|1|2|2|2|7,num_1|1|1|1|2|2|3|3|3,num_1|1|1|1|2|2|3|6,num_1|1|1|1|2|2|4|5,num_1|1|1|1|2|2|9,num_1|1|1|1|2|3|3|5,num_1|1|1|1|2|3|4|4,num_1|1|1|1|2|3|8,num_1|1|1|1|2|4|7,num_1|1|1|1|2|5|6,num_1|1|1|1|2|11,num_1|1|1|1|3|3|3|4,num_1|1|1|1|3|3|7,num_1|1|1|1|3|4|6,num_1|1|1|1|3|5|5,num_1|1|1|1|3|10,num_1|1|1|1|4|4|5,num_1|1|1|1|4|9,num_1|1|1|1|5|8,num_1|1|1|1|6|7,num_1|1|1|1|13,num_1|1|1|2|2|2|2|2|2|2,num_1|1|1|2|2|2|2|2|4,num_1|1|1|2|2|2|2|3|3,num_1|1|1|2|2|2|2|6,num_1|1|1|2|2|2|3|5,num_1|1|1|2|2|2|4|4,num_1|1|1|2|2|2|8,num_1|1|1|2|2|3|3|4,num_1|1|1|2|2|3|7,num_1|1|1|2|2|4|6,num_1|1|1|2|2|5|5,num_1|1|1|2|2|10,num_1|1|1|2|3|3|3|3,num_1|1|1|2|3|3|6,num_1|1|1|2|3|4|5,num_1|1|1|2|3|9,num_1|1|1|2|4|4|4,num_1|1|1|2|4|8,num_1|1|1|2|5|7,num_1|1|1|2|6|6,num_1|1|1|2|12,num_1|1|1|3|3|3|5,num_1|1|1|3|3|4|4,num_1|1|1|3|3|8,num_1|1|1|3|4|7,num_1|1|1|3|5|6,num_1|1|1|3|11,num_1|1|1|4|4|6,num_1|1|1|4|5|5,num_1|1|1|4|10,num_1|1|1|5|9,num_1|1|1|6|8,num_1|1|1|7|7,num_1|1|1|14,num_1|1|2|2|2|2|2|2|3,num_1|1|2|2|2|2|2|5,num_1|1|2|2|2|2|3|4,num_1|1|2|2|2|2|7,num_1|1|2|2|2|3|3|3,num_1|1|2|2|2|3|6,num_1|1|2|2|2|4|5,num_1|1|2|2|2|9,num_1|1|2|2|3|3|5,num_1|1|2|2|3|4|4,num_1|1|2|2|3|8,num_1|1|2|2|4|7,num_1|1|2|2|5|6,num_1|1|2|2|11,num_1|1|2|3|3|3|4,num_1|1|2|3|3|7,num_1|1|2|3|4|6,num_1|1|2|3|5|5,num_1|1|2|3|10,num_1|1|2|4|4|5,num_1|1|2|4|9,num_1|1|2|5|8,num_1|1|2|6|7,num_1|1|2|13,num_1|1|3|3|3|3|3,num_1|1|3|3|3|6,num_1|1|3|3|4|5,num_1|1|3|3|9,num_1|1|3|4|4|4,num_1|1|3|4|8,num_1|1|3|5|7,num_1|1|3|6|6,num_1|1|3|12,num_1|1|4|4|7,num_1|1|4|5|6,num_1|1|4|11,num_1|1|5|5|5,num_1|1|5|10,num_1|1|6|9,num_1|1|7|8,num_1|1|15,num_1|2|2|2|2|2|2|2|2,num_1|2|2|2|2|2|2|4,num_1|2|2|2|2|2|3|3,num_1|2|2|2|2|2|6,num_1|2|2|2|2|3|5,num_1|2|2|2|2|4|4,num_1|2|2|2|2|8,num_1|2|2|2|3|3|4,num_1|2|2|2|3|7,num_1|2|2|2|4|6,num_1|2|2|2|5|5,num_1|2|2|2|10,num_1|2|2|3|3|3|3,num_1|2|2|3|3|6,num_1|2|2|3|4|5,num_1|2|2|3|9,num_1|2|2|4|4|4,num_1|2|2|4|8,num_1|2|2|5|7,num_1|2|2|6|6,num_1|2|2|12,num_1|2|3|3|3|5,num_1|2|3|3|4|4,num_1|2|3|3|8,num_1|2|3|4|7,num_1|2|3|5|6,num_1|2|3|11,num_1|2|4|4|6,num_1|2|4|5|5,num_1|2|4|10,num_1|2|5|9,num_1|2|6|8,num_1|2|7|7,num_1|2|14,num_1|3|3|3|3|4,num_1|3|3|3|7,num_1|3|3|4|6,num_1|3|3|5|5,num_1|3|3|10,num_1|3|4|4|5,num_1|3|4|9,num_1|3|5|8,num_1|3|6|7,num_1|3|13,num_1|4|4|4|4,num_1|4|4|8,num_1|4|5|7,num_1|4|6|6,num_1|4|12,num_1|5|5|6,num_1|5|11,num_1|6|10,num_1|7|9,num_1|8|8,num_1|16,num_2|2|2|2|2|2|2|3,num_2|2|2|2|2|2|5,num_2|2|2|2|2|3|4,num_2|2|2|2|2|7,num_2|2|2|2|3|3|3,num_2|2|2|2|3|6,num_2|2|2|2|4|5,num_2|2|2|2|9,num_2|2|2|3|3|5,num_2|2|2|3|4|4,num_2|2|2|3|8,num_2|2|2|4|7,num_2|2|2|5|6,num_2|2|2|11,num_2|2|3|3|3|4,num_2|2|3|3|7,num_2|2|3|4|6,num_2|2|3|5|5,num_2|2|3|10,num_2|2|4|4|5,num_2|2|4|9,num_2|2|5|8,num_2|2|6|7,num_2|2|13,num_2|3|3|3|3|3,num_2|3|3|3|6,num_2|3|3|4|5,num_2|3|3|9,num_2|3|4|4|4,num_2|3|4|8,num_2|3|5|7,num_2|3|6|6,num_2|3|12,num_2|4|4|7,num_2|4|5|6,num_2|4|11,num_2|5|5|5,num_2|5|10,num_2|6|9,num_2|7|8,num_2|15,num_3|3|3|3|5,num_3|3|3|4|4,num_3|3|3|8,num_3|3|4|7,num_3|3|5|6,num_3|3|11,num_3|4|4|6,num_3|4|5|5,num_3|4|10,num_3|5|9,num_3|6|8,num_3|7|7,num_3|14,num_4|4|4|5,num_4|4|9,num_4|5|8,num_4|6|7,num_4|13,num_5|5|7,num_5|6|6,num_5|12,num_6|11,num_7|10,num_8|9,num_17
13,12,2380,0,1365,1092,1300,468,642,120,795,183,204,15,262,25,30,0,336,40,45,0,0,0,0,60,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,2380,2380,1015,287,365,53,77,5,100,8,9,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,680
14,2,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,0,0,15,0,15,15,15,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,133,0,0,0,0,0,0,0,0,0,121,0,0,0,0,120,0,120,120,120,120,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,16,0,0,15,0,15,15,15,665,0,0,0,0,0,2,0,0,1,1,1,1,679,0,0,0,0,680,0,0,680,680,680,680,0
14,3,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,4,4,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,45,0,0,1,1,1,42,1,1,42,42,42,42,273,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,17,17,17,221,0,0,0,15,0,15,15,15,211,15,15,210,15,210,210,210,455,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,2,2,146,0,0,1,1,1,134,1,1,133,133,133,133,546,0,0,0,0,122,0,121,121,121,559,0,120,120,120,560,120,560,560,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,31,0,30,30,30,650,0,0,0,17,0,16,16,16,664,15,15,665,15,665,665,665,0,0,0,3,2,2,678,1,1,679,679,679,679,0,0,680,680,680,0,680,680,0,0,0,0,0
14,4,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,10,10,120,0,0,0,0,0,0,0,4,0,0,4,4,4,82,0,4,4,4,78,4,78,78,78,312,0,0,0,0,0,0,1,0,1,1,1,48,0,1,1,45,1,45,45,45,282,1,1,42,42,42,274,42,42,273,273,273,273,364,0,0,0,0,0,0,0,21,0,0,19,19,19,232,0,17,17,17,222,17,221,221,221,442,0,15,15,212,15,211,211,211,454,210,210,455,210,455,455,455,0,0,0,0,0,0,0,4,0,3,3,3,159,0,2,2,147,2,146,146,146,532,1,1,135,134,134,545,133,133,546,546,546,546,0,0,123,122,122,558,121,559,559,559,0,120,560,560,560,0,560,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,46,45,45,635,0,32,31,31,649,30,650,650,650,0,0,18,17,663,16,664,664,664,0,665,665,0,665,0,0,0,0,4,3,677,678,678,0,679,679,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0
14,5,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,20,0,0,20,20,20,165,0,0,0,0,0,0,10,0,10,10,10,125,0,10,10,120,10,120,120,120,330,0,0,0,4,0,4,4,86,4,4,82,82,82,319,4,78,78,78,313,78,312,312,312,286,0,0,0,1,1,1,51,1,48,48,48,291,1,45,45,283,45,282,282,282,352,42,42,275,274,274,363,273,273,364,364,364,364,0,0,0,0,23,0,21,21,243,19,19,233,232,232,429,17,223,222,222,441,221,442,442,442,0,15,213,212,453,211,454,454,454,0,455,455,0,455,0,0,0,0,0,0,0,5,4,4,172,3,160,159,159,518,2,148,147,531,146,532,532,532,0,136,135,544,545,545,0,546,546,0,0,0,0,0,124,557,558,558,0,559,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,61,60,620,47,46,634,635,635,0,33,648,649,649,0,650,0,0,0,0,20,662,663,0,664,0,0,0,0,0,0,0,0,0,0,0,0,676,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,35,0,35,35,35,210,0,0,0,20,0,20,20,171,20,20,165,165,165,330,0,0,0,10,10,10,130,10,125,125,125,335,10,120,120,331,120,330,330,330,220,0,4,4,90,4,86,86,326,82,82,320,319,319,275,78,314,313,313,285,312,286,286,286,0,0,1,1,54,51,51,300,48,292,291,291,340,45,284,283,351,282,352,352,352,0,276,275,362,363,363,0,364,364,0,0,0,0,0,0,25,23,254,21,244,243,416,234,233,428,429,429,0,224,440,441,441,0,442,0,0,0,0,215,452,453,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,185,173,172,504,161,517,518,518,0,150,530,531,0,532,0,0,0,0,543,544,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,76,605,63,619,620,0,633,634,0,0,0,0,647,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,56,0,56,56,252,0,0,0,35,35,35,217,35,210,210,210,315,0,20,20,177,20,171,171,333,165,165,331,330,330,165,0,10,10,135,130,130,340,125,336,335,335,210,120,332,331,219,330,220,220,220,0,4,94,90,333,86,327,326,264,321,320,274,275,275,0,315,284,285,285,0,286,0,0,0,0,1,57,54,309,301,300,328,293,339,340,340,0,286,350,351,0,352,0,0,0,0,361,362,0,0,0,0,0,0,0,0,0,0,0,27,265,255,403,246,415,416,0,427,428,0,0,0,0,439,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,187,490,503,504,0,516,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,590,604,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,8,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,84,84,84,288,0,56,56,260,56,252,252,288,0,35,35,224,217,217,316,210,316,315,315,120,20,183,177,336,171,334,333,156,332,331,164,165,165,0,10,140,135,345,341,340,200,337,209,210,210,0,334,218,219,0,220,0,0,0,0,98,340,334,253,329,263,264,0,273,274,0,0,0,0,283,0,0,0,0,0,0,0,0,0,63,318,311,316,327,328,0,338,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,390,402,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,476,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,9,680,0,0,0,0,0,0,0,0,0,0,165,0,120,120,315,0,84,84,297,288,288,252,56,268,260,287,252,289,288,84,35,231,224,317,317,316,112,317,119,120,120,0,189,339,337,147,336,155,156,0,163,164,0,0,0,0,150,350,347,190,199,200,0,208,0,0,0,0,216,0,0,0,0,0,0,0,0,348,242,252,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,304,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,680,0,0,0,0,0,0,220,0,165,165,330,120,325,315,210,84,306,297,249,253,252,56,276,286,288,77,291,83,84,0,245,318,319,104,111,112,0,118,0,0,0,0,343,138,146,0,153,0,0,0,0,0,0,0,0,0,360,180,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,11,680,0,0,0,0,286,220,330,165,341,330,165,335,205,211,35,324,246,251,50,55,56,0,286,70,76,0,81,0,0,0,320,96,102,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,680,0,0,364,286,312,342,120,363,158,167,20,201,30,34,0,240,44,48,0,0,0,0,62,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,680,0,455,273,338,78,112,10,144,16,18,0,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
